id_sha256,outer_fold,referencia_humana,previsto,confianca
52e58440c75554ab302bf0fe1b04ac10311fdb5b9e168556c8d1f38ed640ff10,3,Manutenção Preventiva > Quadros Elétricos,Manutenção Preventiva > Quadros Elétricos,0.175101
52e702f31bd84c2770dbe73b37cfa9acd27fbe8d4b9489a39bd165166b3875f3,4,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.16571
52e763989d973acd19fae830ce3915312c7ff51e2e85991ee6feac728883f414,2,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.160117
52ee42612b67af1108eb5581e4aea6002de970463ae16d1fc8eda7f30f9efa2c,1,Manutenção Preventiva > Quadros Elétricos,Manutenção Preventiva > Quadros Elétricos,0.174889
52f309ef750852d48d44b4fac7a84a5cf8e3726c24be1ace702d89d1fbed6104,4,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.192534
52f9e937f0f72b07f3ae4cb33d44e753e3fcf6137d3acaeda26f974bee374267,5,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.195668
53004ea43ca4f272d9615722a61cf979b06f6a14f48c8bb36981f17dd529d8d4,3,Outros > Outros,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.049301
5308d8416e93cd80d6309f14c4f3626e4e581bccf9a5706b08e4fce3f4931878,4,Estrutura Predial > Alvenaria / Pisos / Estrutura,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.095599
531284ebb1616aac3896df2d52de162c5f74ad2bd9da11ae3773f3d33ca95409,1,Suprimentos / Apoio Técnico > Materiais,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",0.064897
531977375c3e566a07e2954c846de21aa65e16aedf0a7bcaec2e9b4af41c8887,5,"Estrutura Predial > Telhados, calhas, rufos, etc.","Manutenção Preventiva > Telhados, calhas, rufos, etc.",0.056167
531b236047c8377f0b5a09474a4292d0d5c2c42955a3dafe66e5341a960517a1,2,Manutenção Preventiva > Quadros Elétricos,Manutenção Preventiva > Quadros Elétricos,0.188486
5322f06c397139e4db58396331e98e36cb4079138b923a697144fd672abd42c4,3,Elétrica > Nobreak,Elétrica > Nobreak,0.144907
53236e847b5187fd72b1b8bdaef152d09649257bc6d2a5bb01461b35040bc67e,1,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.149606
532d34a5939a66c19a4ed6af1d82c0150fd3324ae3626a29b9df021b520f8864,4,Elétrica > Iluminação,Elétrica > Iluminação,0.126919
532e3507c8e45ef9fbcbd41394c86b008c59050c77510578e56927e27b64ca0b,3,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.309769
5338238429d39ba5d6973123f5225ce8a0dbd96550883add6ce119b8cf4f828a,3,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.207911
534d4ef8073976251e0e5e15aca1da242cd92ababd72a68b7bbfcf9f80931e3a,2,Manutenção Preventiva > Vistoria em Instalações,Manutenção Preventiva > Vistoria em Instalações,0.236775
535838060adb873063a4538ed034bebfe63d07d42c485b4c778d8dd46b90f14d,1,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.14041
535a58f0ec60b38a5a7ef19093c6c77ffe60a7c091bd7c33bb8e2b3d577b5750,3,"Estrutura Predial > Esquadrias, porta, portão e janelas","Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",0.054204
535be3c3518c3d0df5d50c2e29af47174e0aa87f0ff7b17943c2d459b99da82e,5,Manutenção Preventiva > Reservatório,Manutenção Preventiva > Reservatório,0.157076
536392e36a0f624f12197c56e894e794873c08ddaf65ae3c3dc9ea6cbea050c2,5,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.200724
5371d72272dbd4419114e79b9624b92ad20090d393281c02ee04e39a85f10fd4,3,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.182379
53747187af9aa337cb8a54f3b144947902e15f01cd3f3b035f7193b9a77ad1f4,2,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.160117
5374e95ea001153d6de92ee2b3d0bea85fcf6f8ccc1500e97d9a4b4d45c61bd3,1,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.196324
5375e240e4121a9b51c794e17037f98e00a11263bd8e620cf63da208b6da38c1,3,Elétrica > Iluminação,Elétrica > Iluminação,0.113302
5377281fe5d3e31bd913dff923cbf1213659aeef356d1abcd1160c0187461949,5,Elétrica > Nobreak,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,0.074793
537883ddf74f054c378979fed9d6d86c2d95f1bf8ce6398dd8cf26825ed62d76,3,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.182379
5379d02572cf0e8ee8ff8bb7fbde725a0387f2db32d4878309d955bfcf79ed81,5,"Estrutura Predial > Telhados, calhas, rufos, etc.","Estrutura Predial > Esquadrias, porta, portão e janelas",0.039617
537dd1a48acc3256333b5774426abde34c79c4a5df64794715d86423c33f0613,4,"Estrutura Predial > Esquadrias, porta, portão e janelas","Estrutura Predial > Esquadrias, porta, portão e janelas",0.059246
537e28f5b571a8103386f0d1be8d76063900dc5b966a4675586211737a555dc6,2,Elétrica > Iluminação,Elétrica > Iluminação,0.231995
537f08dd89f0cff51822e15e8e0cc655fc8573b07021c09a18f4816ff0848ec4,5,Estrutura Predial > Alvenaria / Pisos / Estrutura,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.036746
537f5d834619f9db304f7490279e7b1e26b8f87074e2c6cface9fdad3dc223f5,3,Estrutura Predial > Alvenaria / Pisos / Estrutura,"Estrutura Predial > Telhados, calhas, rufos, etc.",0.049217
5381fea2638fc01717dd1d1a0bb4cc435c5ab014a2fdbba6d711618df5aeb319,1,Elétrica > Instalações elétricas,Elétrica > Instalações elétricas,0.066217
53830a5efe98b65249eadc804f875cc15982ae66d3f0f99768e4915804cb8f9a,3,"Estrutura Predial > Telhados, calhas, rufos, etc.","Manutenção Preventiva > Telhados, calhas, rufos, etc.",0.079905
53855fc402e8c42c872e030ab342a50e6ad8dc6f1279f6be00e44ae0e80bf389,3,Estrutura Predial > Alvenaria / Pisos / Estrutura,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",0.046368
53889ae01dcc28f69a4044648aacfc8a416cae720b1b78b1b47c4d9cb3ef0427,5,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.165596
538ebe90a33775031e17341a3e0e402101c03083f5d97707fffb2f030d6fc4db,1,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.265593
5395172e85f3aa9650d60769279cf59cb11c7ae080865aaddc0d23b469f9053d,4,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.192534
539911ee11c1b2aaeb88d350385a6dab0a5d7c9df10bce1b6c1151b35aeb8177,2,"Estrutura Predial > Esquadrias, porta, portão e janelas","Estrutura Predial > Esquadrias, porta, portão e janelas",0.070646
539b10eb8618c7fb6c820c97e437f94c79e9d10af44689e0179ba9af37e54eb4,2,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,0.052174
539b928068fc843dac77ef14d299ad46797981c1df472672df5c1e100328cdeb,1,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.138192
53a2b549825146f9be670883c206ced172e7a3549a85a8fa5a2e890116b7dd5d,1,Hidrossanitária > Hidráulica,Hidrossanitária > Hidráulica,0.138045
53a5b6eae54c6abcfe568782ceb88ebeb9db745ffcc740295410686b1d172039,5,"Estrutura Predial > Esquadrias, porta, portão e janelas",Estrutura Predial > Pintura,0.104136
53a68ae76b8e0105043afd72ae5447e952adc33692bac2204c88a7ff522f5c5e,2,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",Estrutura Predial > Alvenaria / Pisos / Estrutura,0.060694
53b33e569cdecf0d616901661d7f3b9257af3b21a0516a105c4be8b91c7663e3,1,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.218158
53b992afd28c291150f27ad2c30a546e016f66335c0d8a4a5b3b10240b26de24,2,"Estrutura Predial > Esquadrias, porta, portão e janelas","Estrutura Predial > Esquadrias, porta, portão e janelas",0.165538
53c0be5acac80ff030be466b8ad0ef4f04751f74daf98d21efdd6fe994aa5632,1,Elétrica > Iluminação,Elétrica > Iluminação,0.051098
53c3916a3fb3c152d4742c95f9a995904267547e83519ef93a3ca8d7df38e0ff,3,"Estrutura Predial > Esquadrias, porta, portão e janelas","Estrutura Predial > Esquadrias, porta, portão e janelas",0.19466
53c45a986c430bee32d80cb757ca9b9c4dbb8eb179b6559bd5596f141a771522,2,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,0.088823
53ccd05fc69291bd1d657d71b9f858585672755750bceafc3988a18fe60afbec,4,Estrutura Predial > Infiltração,Estrutura Predial > Infiltração,0.05965
53d384877047dd0867566707dc21d5d5d72c31f41060c8a1b2fdd09d07240c2f,1,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,0.073219
53d3c1be0ba1e381976156419831016f8879d6ceb5c91ca7b7ecd25b7d8f65d4,4,Estrutura Predial > Forro,Estrutura Predial > Forro,0.063499
53e5b4d55e3e9b82ceaf04131ca1b690c8b04f87939f8d9360013dba0f66850d,3,Área Externa e Ambiental > Manutenção área externa / meio ambiente / Poda de árvore / Roçagem,Hidrossanitária > Hidráulica,0.057464
53f6573d7fd974b18b76b4bfb09f08d0837222cd97a26da0b780aa63a9fc844c,1,Instalação de Acessórios e Mobiliário > Placas de identificação,Instalação de Acessórios e Mobiliário > Placas de identificação,0.075058
53fb9e3194ffc263dc7f341d60a6e12d8c0ced0152de9ba69096031baf8e2db4,3,Manutenção Preventiva > Reservatório,Manutenção Preventiva > Reservatório,0.178419
53fc4a6bcdd51a768a00e1fa14d0ef1dd1ce6d4728e60bed2a9356a1fe095479,4,Hidrossanitária > Hidráulica,Hidrossanitária > Hidráulica,0.135243
540d167040e2b291b7c44a0ee1d3ea5de9dfd45ae8c1ce5ddf4a25ba2e24203e,5,Estrutura Predial > Infiltração,Estrutura Predial > Infiltração,0.218276
5411aead7a983ff61e9a97adb8189251ad246ac97f9f31f65e1d643c343bbaab,5,Hidrossanitária > Hidráulica,Hidrossanitária > Hidráulica,0.18127
54199d08eda664579e1a36ab64e5debd21a209a3a4e6377349acc71fcede5496,3,Estrutura Predial > Alvenaria / Pisos / Estrutura,Elétrica > Iluminação,0.050081
541a675434ca5a89d62d23adf655bbb99ec3c51364d2818ef1491a2040ae7744,1,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.168956
541af68370eed50e5c56bd964cf88a0edf9f315e764d33c2d04c241a1f89c61d,2,"Segurança contra Incêndio > Sistemas de combate a incêndio (extintores, hidrantes)","Segurança contra Incêndio > Sistemas de combate a incêndio (extintores, hidrantes)",0.14819
5429687cb67cd9c1c6463c478c4e59bd2d79f8273e5eeee42b3e77edb7f0fc36,4,Manutenção Preventiva > Vistoria em Instalações,Manutenção Preventiva > Vistoria em Instalações,0.150873
54297bc9225f79aef4c2fe75874754d4d5c92a1f737a1ce1c448b742aa83d0bf,2,Hidrossanitária > Hidráulica,Hidrossanitária > Hidráulica,0.171886
5432f3f8739d31a1985f61283b6edf82d64f7ee6ed501317698b46f291700fc1,5,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,0.09185
54356cdfb2d596e4c77ed9100997a9c3ecef0c21585ac6f2b5dc0b36fd322c84,3,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.056483
543dcf97e4746040e5347e5e520da52f2187615ad59ce6c05e4409fe2002b6f5,1,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.138192
543f791722d22f42ce62edbc8c1114fce5c3bea8ef127264f21d8b5bc0222e72,4,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.197503
5440d02a41c137e08addb01d874caed66bcc58e6f1584f0f98f7dedc5da1b51e,4,"Estrutura Predial > Telhados, calhas, rufos, etc.",Área Externa e Ambiental > Manutenção área externa / meio ambiente / Poda de árvore / Roçagem,0.061984
54427ccc147689c824e8da1311e8a094f5dfca26fa4314dbcb254e7c8f5c1339,5,Estrutura Predial > Alvenaria / Pisos / Estrutura,"Estrutura Predial > Esquadrias, porta, portão e janelas",0.043092
5454e167fbd76873583284b6f31e0103ecd43a61735682ffb561641dec977cfb,3,Hidrossanitária > Bomba,Hidrossanitária > Bomba,0.071518
545a7fadab82ef49c2355ad3b62e1a4326d21c9e56528ebd582f05689b6a9be7,4,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.16571
546132b9459c00331fa059cc20bfd441df77aed3fd17bd20d4444c21d232b1e2,1,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.165579
546618ed79d67351c4e2a5b185454d73e8546ece75be8b10fc053cac481cd9d6,1,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.182316
546acfc635f50457404e9d124e594c1a82a26468b6cf84d6669394cace55b6f5,3,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.182379
546d8403c8253c0c756c5963a277cc16d28f3ab1482707042df6646af9e9ec53,5,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.178203
546e89d1d41228026064d884dc2f99d1b72e3ceca8ae3593845544f0a6ca73e9,5,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.18261
546e8e7680a80de11e1ff01d07f5e97aa8afeb4dcc31af4c08debd763c49d757,2,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.160117
5475ec918f41eb0dffd0acb8ceb11d2fe52f05843f98a5ae70f6b0787235c4ba,1,Elétrica > Iluminação,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.048292
5478d458e94560d0405beb585d89553d5678854abe43e344ab64a860fa0a836e,3,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.202756
547f5cbd55181e9d475b72deabc7111e5fa209be821d46f6386f4393d72435ad,3,Elétrica > Iluminação,Elétrica > Iluminação,0.171278
5491ea4159e74bac21b56895e6116e80723f1a9718f18c699bb8be92b761b251,5,Manutenção Preventiva > Esgoto,Hidrossanitária > Hidráulica,0.122787
549d4018565b40e2eb7cac63af9f25934d8a67fa3ec30ec34db9d6fe81b2428d,4,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.192534
54a1a5540f5e9de34f87c5388ecab89cc10a9f626cfe5a7fea9de46cc39b05e6,5,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.195076
54a89791c75313cd580164769742e2037515fec77592af2a97e6d52100914902,5,"Estrutura Predial > Telhados, calhas, rufos, etc.","Estrutura Predial > Telhados, calhas, rufos, etc.",0.101603
54b4239d6a71be6d60f232b3cd1a055b7bfeb25b11e072c0e8c26e5c3b66545c,2,Elétrica > Instalações elétricas,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.071745
54b66501e2c33b2da35d4f8b49b56876ac8583983db01957a393617df1e49655,1,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.202925
54b841c405872ed159b546d3ae383bc5cc6da8af2d0972c495a5160fba56acee,3,Manutenção Preventiva > Quadros Elétricos,Manutenção Preventiva > Quadros Elétricos,0.173775
54b9f921bd9dac0d69d44eb1eeac50173fbf88704a21c8de0dec5dbeb3d9fe05,2,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.148073
54bb5367cf7620e74cfc244d3000cdf3a5d8ee757e48d93aa5f4b07ca82fcd3e,3,Hidrossanitária > Hidráulica,Hidrossanitária > Hidráulica,0.086938
54bb9f1f6273c476041d12e0edcbffa9fb8db221c4ee6e1b49d60a47c73dce89,4,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.185654
54bf198436e21aca8c3bdcaad2aa57c6c1457165bc4336e32b4c77e7281e5877,2,Elétrica > Iluminação,Elétrica > Iluminação,0.112101
54bfb1cab278d98eb3fdf949b3dea21523dec7723214f7d9394ba33389d71c05,4,Elétrica > Nobreak,Elétrica > Nobreak,0.086749
54c13a59a5c377b1e941ea14a5330e2b99f0472a68d8107be712ddc5a5e18ff5,1,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.148446
54c1a5fa0bbc791c1980306e85a9ff08ce5c60d6580bd6662bd8fe5f041814be,1,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.202925
54c301d9d10acf7103bd582582bd4f09fcbf83d815cea9d3389aaaa364db7c29,5,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.18261
54c46e34507ab19d79d3b18a9e6a0ab6262420499982876d008a27df6cdc98f6,1,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.182316
54c5d3b141d74feea91f51a4b01a390083ce7fca39c168e0c62ff8796c4354bc,4,Estrutura Predial > Pintura,Estrutura Predial > Pintura,0.060538
54cbcd3c14517948d28dd102c3948b8db8c8dfcdd9522328a614b9b6287f0c25,5,Elétrica > Instalações elétricas,Elétrica > Instalações elétricas,0.074313
54cf9e9d56d2a2faf58273b7430ae25dd201d7aac1712defb2733033991f774e,3,Estrutura Predial > Alvenaria / Pisos / Estrutura,Outros > Erro de chamado,0.043355
54d3a8220df00fdc47922703e714ed59b02936cd780414830ab7fbdd981291dc,3,Manutenção Preventiva > Quadros Elétricos,Manutenção Preventiva > Quadros Elétricos,0.176193
54db92486c994bf2f3e911d717ecfbdb0e214cf51438e782cf331ca7417248bb,5,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.279992
54dcedddf7a92577352d641b530da524931800dc525ac88b3f73d309a05a0c69,3,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.159248
54ddd4a80802ccc475ca2a1a8322b29c83e1f1bd3d7840d980bbaa602eaa1367,1,Posto de trabalho > Contratação de Posto de trabalho,Posto de trabalho > Contratação de Posto de trabalho,0.217523
54de10fcc7d925987d8805b18002d2a46518904b9101f7e2c9bcbe88b930169f,3,Manutenção Preventiva > Ar condicionado central,Manutenção Preventiva > Ar condicionado central,0.181944
54de6bd7ffb251fc64b5ab399fbe5c76c3ac6ae2ebb9b11e6d37ac10c415382d,4,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.186722
54e059a78c8a8fc4699e774e75270fb8f1bf55aec4549eed7f9fdf9e204946c8,5,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.178203
54e416973b18d7bf74c8e1cdd64e20e44d1e97974f06d1e2e0c126ea104c3194,4,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.197503
54e765436c7802f283f62b9047f2395ab1bf95d01e2c927116f886b9c794eed8,4,Elétrica > Instalações elétricas,Elétrica > Instalações elétricas,0.096829
54e7cf8b23af54a64a6342a6f4e11de669ad5a7f256b05608747d5c5f5c61431,2,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)","Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",0.087702
54eb75061227d9fe17ed68436f741a367b5c4c281744aa0d226143957eb383bf,4,"Estrutura Predial > Esquadrias, porta, portão e janelas",Hidrossanitária > Hidráulica,0.038939
54ed8c1bcc12cb08d41ade929283c01fb3979cdead718cdd4a7e27d70bc12e02,5,Manutenção Preventiva > Quadros Elétricos,Manutenção Preventiva > Quadros Elétricos,0.173667
54ee88218dbb3b1b8fe4bfb86fd21e464c752ffa3107b755d9f37258de971a1b,4,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.16571
54f0ff4cf75047d93f8be068096cd8eba6f641b09a635778a55d792951deab9d,3,Manutenção Preventiva > Quadros Elétricos,Manutenção Preventiva > Quadros Elétricos,0.182196
54f14eeb709d30fe4fcf8a3ee8050b98a1d959e8258a3ecc1bdcd52617634250,1,Elétrica > Iluminação,Elétrica > Iluminação,0.072689
54f26e7716f898ac6e261129055ff2287ca3fe69249b41b240c7bf364c141fca,1,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.142381
54fe25eacf3f9e895d244b816c84f81266ae3b58bb0aa6ea0289dda3514b2518,4,Outros > Erro de chamado,Outros > Erro de chamado,0.049959
55050f9f8220291a44e2509463314256363d2ac0c2bc953a243291f5da3060e6,3,"Estrutura Predial > Esquadrias, porta, portão e janelas","Estrutura Predial > Esquadrias, porta, portão e janelas",0.084445
5506d8e6a865cc8597b8d6a2db3bc798100530c3a59019f27c47add76f62147e,1,Elétrica > Instalações elétricas,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.050365
550a21a24348c71f43a76267c7578d71a7a019c512a77695b6a0cfea2af9c7f4,4,Elétrica > Instalações elétricas,Elétrica > Instalações elétricas,0.140528
550ab3f8b69595c3f6028e2e2b1c858d4cde2b03b64fe8a86b9510cdfb05ca4c,3,Elétrica > Instalações elétricas,Elétrica > Instalações elétricas,0.0954
550c74b3fb6352dc5c2d96b20d35595311a368c59e8c5176eaf9e5f498136a58,4,"Estrutura Predial > Esquadrias, porta, portão e janelas",Estrutura Predial > Alvenaria / Pisos / Estrutura,0.044125
551d826c81c0b943ac6d4f262982307125ea31b77fc67b7ebd6b4bcc25b0295b,3,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.189036
551fff2da55198eba6dd48bbce48a5e2acf70a703e8fa320dd9b4487d6f67b02,3,Elétrica > Iluminação,Elétrica > Iluminação,0.074105
5522df68897c09d2e71881067c4be3112efbef0487b6ddf241ece6fcd545ec6f,5,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.079104
5525b5b13eaf4be982b0fd3754cc3920215d07d679e40da21b5c09e4b14bb3ae,4,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.16571
552b0c018f4162e0263df54ea8744fdb363250585549e3a913a5cbbe5066aad3,5,Elétrica > Instalações elétricas,Elétrica > Instalações elétricas,0.041658
552c677bbb30496c752ca1dd76c8b7949cea5086ad3f9a262d3cbda1351c4e04,5,Estrutura Predial > Alvenaria / Pisos / Estrutura,Manutenção Preventiva > Vistoria em Instalações,0.060817
552eed64bcecfa96b9c9b3f74b6226e4309e031693369eb924f540f62405932e,3,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.180153
552f408647e8c64cdaf0e3b401ccf39238c5289a84881c967bce87783267a4ca,5,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.427683
55330be96e0558aea97b174c7db3af5b08aa158995c10a17572f57ac557f1a03,4,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.16571
553a4929f8874401cfe2e737013028c3c2f1fe5de93a74603bf9b92d3b9b7393,2,Hidrossanitária > Hidráulica,Hidrossanitária > Hidráulica,0.160726
5543b7acb8e97885de37cbbbba957b1cd71abd6968bea55008fb96279d8e91c5,5,Outros > Erro de chamado,Outros > Erro de chamado,0.043818
555290017d5143ce56d16e14bf1125ad715e685f6b29a70cf356ea0f43b0cef2,5,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.197327
555a1068a044e3b7a111fe3a4d85f65197cdb7e4add15bdafef57b714001376b,4,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.176509
555b34c642ecf0577f0fa872014dfa93bac0dc3932f6bda26c660b25b4f59f4e,5,Manutenção Preventiva > Gerador,Manutenção Preventiva > Gerador,0.18261
5560fa880d697e55c01b14a44453a8241bd08fe6383e597f2cdec6296835a9e9,1,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.195216
556d48e3e977c12dedf93d0869b0a98973d97ae788f7fe144efcf096d362118e,2,Manutenção Preventiva > Quadros Elétricos,Manutenção Preventiva > Quadros Elétricos,0.183445
55721ac4e5fc4999469b20ee1bdafd0ae94d9a05b6a16ccda4ce77834e88587b,3,Posto de trabalho > Contratação de Posto de trabalho,Posto de trabalho > Contratação de Posto de trabalho,0.190893
55743e76348406fefb5dcbe8d8ac5fbcfed7761fa2685b1db9d68568c50d702b,3,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.128937
557d29be24ed195324bb266448c722454eec52c44d442b458d493d4abdf98d6f,4,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.184361
557fd0580599da1e1252b98340ae92b406691e6c2854b06804eb7c676b41bcc0,1,Manutenção Preventiva > Vistoria em Instalações,Elétrica > Instalações elétricas,0.038069
559926685935c43c6081b02dffff53e2cb653773201d233ea0d125dac1c87a18,3,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,0.035857
55a118ebbf833d52dd50603749415bc037f48c4f4e553c57ecf0e8470ee01bfa,3,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.261302
55a663b4152771df1fda1c49824dd1ce6059d819e7ab537b7d331d24125e41a0,1,"Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)","Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)",0.059524
55a9dcf7635567629668cb1c7f92f096d2f7b54d675d90d8c5c1bfdf63c70b23,5,Estrutura Predial > Forro,Estrutura Predial > Forro,0.113846
55a9f5213a928185643597feac32637a46b59785acb129bc7828fe61e88754c0,4,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.148528
55ac713e61cb45a7c4c945693fa2c0c5add14c298038bbde3c0c6f611e2a4514,1,"Estrutura Predial > Esquadrias, porta, portão e janelas","Estrutura Predial > Esquadrias, porta, portão e janelas",0.146066
55ad4f0838438395dd70d1f16813f6ea3ce92a821c7393ef5aea6151567ccb5d,2,Área Externa e Ambiental > Manutenção área externa / meio ambiente / Poda de árvore / Roçagem,Área Externa e Ambiental > Manutenção área externa / meio ambiente / Poda de árvore / Roçagem,0.062907
55ae2c7cb89e6ddb6a6ee310cc3662b2fb763d408d0ff634733965c908c0eec8,5,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,0.048076
55b16b57cb399b1ab47e067a0defdad62712406afde29279383ee03b4bb63fa6,2,Climatização > Ar condicionado split,Climatização > Ar condicionado split,0.246727
55b3ee9844cdbef7078c76772137a0ae78c69c05307fbd6c155e9f440adde502,1,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.188471
55b8211c5cb4dc098008a85b1719defb8ed7bd8b7c0752ef445a39f90d48a872,5,Elétrica > Instalações elétricas,Elétrica > Instalações elétricas,0.077735
55bde581a3b2cc2636f09a6e61776d2c0892a92cb24062b89f4c17a74aec2196,5,Estrutura Predial > Alvenaria / Pisos / Estrutura,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.046914
55bf4393b627b593e865c8a8b1ef7a3b16d8ce8f0347b5031d1947e5f1c97149,2,Manutenção Preventiva > Ar condicionado split,Manutenção Preventiva > Ar condicionado split,0.212799
