id_sha256,dobra,referencia_humana,modelo,previsto,confianca
7d234f057e731d9901a61b4f3213a5ee34cda0c1d064146bfd7b6d4fb04640e7,5,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
1b5a51155d83b4ff41f9d7a8552e4f55e96dc331beb5f0f0f8442eeae357ff83,3,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
d66187a73b6ea48f096020819b81e3dc92feefc9c0a524258075d17ca7f3948c,5,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
3a1d1dec60a4098b0656e59f01f6e6e95b4641952940a95f8f0c25f0ef5ff44c,4,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
0c72b04253cb72e2146cb90e49c0e7cfece2801b17764e2c8fe9061e202b686d,4,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
d50521d5bcfa1ed3a633673535e5ccea80baa7dc931da5eebf78572cc74b0edc,2,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
488af7f7970b13d7b380367f9590212dfc6765b6c862a8ee305fe3296c1e686f,3,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
ea79801530e670c504140775cb528325310b29adf0b5ad8cca8c4e32755f5a30,3,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
d6855b3ef58bc921bb094e6451ebb67487ab9163e28828e32b0fc25e3fe78029,5,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
e4a4a508827c409bd983a8e33d259eb3968dd74f6a8af46952e03e90d00ee826,3,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
658b8dbc78858843fa926f5b27c9c6feff79f4af9693ba816b988d810beffdf6,1,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
84e23ac788494d382424e0196de6a0780fb6294800cb5fa560b719212a4a9712,3,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
c83722f05f4c65bcf3ed0afa9fbe90e87eba8ed688b9cb510a437081f3c582fd,3,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
771f68760adb69e76601493825785b7d229b3d9d101c04dfece37620927d6b02,1,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
6697fa04b01f376070e9112ed07d192ed938f634660bc89cbfbc3da888ec8589,4,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
0c10c9cdee977a77a68223bfea15533abf2edea414893bc5ca5a479c6c15dedc,5,Manutenção Preventiva > Ar condicionado split,naive_bayes,Manutenção Preventiva > Ar condicionado split,1.0
72cb107f99561cb4921f725c310a856ab0b962d97787eb2011c7d5fd968de151,4,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
e0e59c47e11df037b56287400b96edf7850103447f512fe9a74e3259417d4789,2,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
85212463d0b6b2699ee41acd5d521c5aa19202fb1cf8213b72e9cc520f588c4a,3,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
356de23a35019ca2eaf4723b28e50e28272c69913f4942b030e985cb5614dc27,5,Elétrica > Instalações elétricas,naive_bayes,Elétrica > Instalações elétricas,0.306834
df1578423c4736ed23b383ee0c29780c0d3dd84c5e5f42022311a5c336bc18f1,2,Hidrossanitária > Bomba,naive_bayes,Hidrossanitária > Hidráulica,0.136435
252286be3bf948d6b3ccf48138c8ef02eff42a6d01504b9ed8cdb52c5ea879ef,5,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.492374
dff7f0be794479d15b49df9f21c45f28368e7b5cc42618d88ec2a3982aba8bd3,1,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.352954
276c24135e2817c1168fbc9ee41dbd461c455c6f2861f276beedcd13a9c028b3,2,Posto de trabalho > Contratação de Posto de trabalho,naive_bayes,Posto de trabalho > Contratação de Posto de trabalho,0.524961
b4f46d894efe81d72f85a399c61e8ca73d2e22322a282e96c161e93ac03abe4c,4,Posto de trabalho > Contratação de Posto de trabalho,naive_bayes,Posto de trabalho > Contratação de Posto de trabalho,0.37331
2f35205fcd54b084d062895b4bbd60ef6be0b2f45ee391d8b52b29df192d90d5,4,Posto de trabalho > Contratação de Posto de trabalho,naive_bayes,Manutenção Preventiva > Gerador,0.268454
51bbf132dc4819b9286c768ee037e26fb019a6d020d89ae2cbf7d31bae3e584d,4,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.251196
c412fb25c2da79386335b3be98d368355c10e8ca2c8b220ef15a48f8c8f29ebc,1,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.272831
16d0d5424a1bf9bb426b8d96d83582664ced3f817a3daa01351a0d3e5299e0cf,4,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.980484
a3e052a01970597924af3d2a1fa1bbd3eeafec31057406f955e94e15c2529c07,4,Elétrica > Iluminação,naive_bayes,Elétrica > Iluminação,0.715127
b2708da9338accf1b03c611054fe428a0cc7be24e1fb0d2023178efa55020c20,1,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.988235
797bc1dec3478d1f3e2b29ed54b4d8a92ecde490bcc3aacc880858672562aae0,3,"Estrutura Predial > Esquadrias, porta, portão e janelas",naive_bayes,"Estrutura Predial > Esquadrias, porta, portão e janelas",0.863746
24f08e787cfa40b33ade49b37fb06bf8e06fd50de942c9b2ed0af8079f9f183b,1,Elétrica > Instalações elétricas,naive_bayes,Climatização > Ar condicionado split,0.302942
2ae643e5db0e0b8e71e7d97b867e120bb8eb1e2ae5491179206842511d3afd0d,3,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.976758
de1a8ce7535c56df7c6610b13827bda1c72f8102f5c23d57d74fcb962ce813cc,5,Outros > Erro de chamado,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.375693
a35f5e84702b4ae921a3ff825d394cada5bf939560d44584ab786be34b342950,5,Outros > Erro de chamado,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.375693
cb57eb700c3efc1f49117a1d855e509c1cb55a84d1f77bd33e9dfa017aacb513,5,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.375693
0b121500c786bf5bfa6103834f297aa1ea71a1a1707f378dda41d104776f0a2f,4,Elétrica > Instalações elétricas,naive_bayes,Hidrossanitária > Hidráulica,0.650303
db895eedd2fac7af8d6eda30dee56fe94a6cd78d2b6c932226337e7cfbd48615,4,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.314877
36d7a91119a4e76bfbe698124125a6822ca7c155e4d99266ee7902da9a5cc62e,3,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.995359
c1b3f5a00b72aaa5719c0928f518dc151647d3ce87f91c6e40f085291c14b2ec,1,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.352526
6f2b362a639c94458dcf71ea003fe06f7dc50ca18f0df64df455a611f75c2646,2,Suprimentos / Apoio Técnico > Materiais,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.231362
868752446f406b1cf831996c7b1687a1d7d2f5caeb5dfe09eb0bd4d5ebe72ed1,4,Elétrica > Iluminação,naive_bayes,Elétrica > Iluminação,0.885867
8b91355ae119963854c039f1c2e48ad662888a5877308a38d93a9757ae574682,1,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.730071
50bf57a7874179d321cbb4e4556757ddddc7d73ac5267d0754b561a9c5ca57d4,1,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
7b53be9f92c1c9751bd0793a016294d3f11d8f54638d1ae2c5b1a443b842cfb7,5,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
497b454eac3a4b1a8aa4fa4215d2e0b45c8e744a79cc31294362102e0fb7f9a0,3,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
d9d5cbbfad4054df87633e22a7957affd3732a4631ae3782287bbdad86dd739b,4,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
12473745351a7ee6a41923f309e7f46b4f73625eb0a58fe6662dabe0bf3bc029,2,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
ea3a8bd15eb772fdfac702e4733303ca9b728e7f6b8773a20dc8f34a0670cc68,5,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999992
5796eb6c46fdbe5eac56c601c27b4a4efaeca9a3b5dd6520fd7b93c86075f0d1,3,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999978
a59d3de02c22163ca5c5a9a2b9c90e31822893f35b5624c5c506c1a6c6d90303,3,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999949
15ea3b741916efe5159d70a57c08e0041ac0f17f90c55eb20de18cf440334a51,4,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999956
c749dcf5bc97c46fb55b39cb7d0e9bb7aebb32acbf38570a1e81aba9beaac0b5,3,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999972
0877f4e2dd88341b2ae644a6d5ce626547d6d6770d580eb8618f3d5a09a32fe4,1,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999992
57f0c4fc5f9cb839435cb7413d9a69f785520d425b7630ca7c20315557dfeb2c,5,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999968
d1d85891df5b0d354b7a94555df1fbb7bf5a8962c9a4a62226632d34d3c49dea,5,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.939594
d8b308b18b1495b8cf07bd20c05b915f4e189c541bf345b23f2b70730272a9fe,1,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.814208
5b02591f791473de8fd33491c6f7a56f585e5775e60c50f5588b02c81370c3ff,2,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.902522
f23d74dee4952ac4234cb531e5298635891a85970cc909d7271a87314bf9d19c,3,Elétrica > Iluminação,naive_bayes,Elétrica > Iluminação,0.305918
271aa6feb8268515b15c7e14ba5c5901aee1d8ddd41bd874499bbb3e52ce7e1a,1,Estrutura Predial > Forro,naive_bayes,Climatização > Ar condicionado split,0.335552
a77749613b1fe9c8e0ee38ff42a6298d6a1fd7a6b5d2096a1b37b3b0f5e86fcd,2,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.944501
aed2a15c1e685a2cda2914d4819fb44ccab17381c4dd18cf94ce8d16fee2b048,4,Manutenção Preventiva > Gerador,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.258301
26e95a909183197bbf947897ae0f6925009f7ca3375ccc40d6fa36098f38c84f,3,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.497159
acb137af09b1d6441d41bd7401b638d0015477745cae2bf943cdd3614e16c243,4,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.701657
7e1547bc4b77b5b68906cacd715482f1d8e271d21876b396e85e20d0577fde25,4,Suprimentos / Apoio Técnico > Materiais,naive_bayes,Elétrica > Iluminação,0.376525
c7c34d1550078039f652aa76ce7ce27ae0b3a16d3db773c2cfbb4163a7ddec54,2,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.984893
2d3a2e673660d29bfb5af8275418fb2b34ba331bfeac49134ed9c331fe54e403,3,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.9448
1bc6b74c726e980495762c8921827b41da933ea37c70f88a32ce75662228d0f2,4,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.944653
a4c9b2b563f6b38538b01198166aa997d517f7370a2bd41344e65cce0e768a5b,5,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.940889
20422fe35b5ed3d4dbedfb72334c169b311762b57b4a2e4900fa6a43ea7f4388,2,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.841424
d5475ded6584dc17e85a1bb68d70048557155f69d14eb1bf4d8c572ed1f5cffb,1,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.93289
59a37f509603263549e3fd1732b07a23e4d87b3f23dd8b3126062e55d928473f,4,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.917475
2c04d3e0d01d7ae0f9bc100843694858fe21777d0d85325fc90e1a042c3e33bf,5,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.950654
13345194d32f423142d86ba015bc745dc73533c9e70a516167a5b77597d21a41,3,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.940417
410cfb96052b90c79f5500bf5ca43136bbe3b3ec572cc3594f2649df9146a79c,4,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.949133
ef4d42192114987d50553dc1d9b7057fdff1e6e0d96217c98e607d2db655ddd8,1,"Suprimentos / Apoio Técnico > Limpeza de equipamentos, ambiente e mobiliário",naive_bayes,Manutenção Preventiva > Gerador,0.193023
0a055cbfd86ea8af77320828d99d0b7ee573bc4288497df27efa85e021478fa3,4,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.372022
a85554b25efb8774106c5695f40b3e987c269f000ee9046ec3f0e74a8057f366,1,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.937077
340078f5191d5864a62ce0cc7afa9a8461ad762c70b921650caef3df0f188fce,2,"Estrutura Predial > Esquadrias, porta, portão e janelas",naive_bayes,"Estrutura Predial > Esquadrias, porta, portão e janelas",0.585449
852c49596f2a1feb0775326af1e5706e117133c6b9c36544f427aa8811761f0f,2,Estrutura Predial > Infiltração,naive_bayes,Hidrossanitária > Hidráulica,0.354317
2bc4190c82c053341797020193d4946b7ec6f75c7d2a7cb9ab72ea54c6db72ef,3,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.984215
ac99e4a4c7190863bf849d5005d5f7c3ebe21a282e24f6ca7a026d56c3193bcd,2,"Estrutura Predial > Telhados, calhas, rufos, etc.",naive_bayes,Manutenção Preventiva > Ar condicionado split,0.201432
666bec3ef3f699aca4d8280b119d7cc1687fa6810b0fff48377e5bf501c3be51,4,"Estrutura Predial > Telhados, calhas, rufos, etc.",naive_bayes,Climatização > Ar condicionado split,0.272511
1aedfec5a279a63cd5f2d81099c8b53e6218df3d1350ce3733df2757ef1efe4e,5,Projetos e Reformas > Projeto,naive_bayes,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,0.285763
4f8ded67508004d69fffb8e1412eb368368c52df528a8fefd0157677f2462eea,4,"Estrutura Predial > Esquadrias, porta, portão e janelas",naive_bayes,"Estrutura Predial > Esquadrias, porta, portão e janelas",0.955816
a804d5c3b2975c5f5ee7a5d29744adeb8cd118a440b1c83a1053f5fc85308944,4,Elétrica > Instalações elétricas,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.295021
b66683ef9b3009df6a10e004d819a349e599af71c39a2acb3ccd7a2a01c003dc,1,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
24d22601e3f7c926e05bffa8e0042cd27446dfb00c6b5b72b4f08317c52954ae,5,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
498f782c24bf767ff3dd37f1f1055924127c98f5d4f1cd72c2ce47a31cc81f19,3,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
abc7e4e2754883472af8613f1b1d67b5ad931913e8c870c9a98850b3d5691e04,4,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
5c3640eb408d4dacca1e2ce238577e7eee8eeb7c5226c1883d635ea6c8799979,2,Manutenção Preventiva > Gerador,naive_bayes,Manutenção Preventiva > Gerador,1.0
112001289ad47d3954a36691b13867ecf780c6352c692636737a50a514c11f92,4,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999993
fe6a149d1a4d4c47c82f6196df497f5358b241615de134a48e57d1e34fc84f34,3,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999976
dcc45a6adbeb76c090573404e82bf2ece2f555586605558d6fd184906a3bdf65,2,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999994
dfb19f807a75e2e0e9cb9678cacb2b58a19914a3eae5143c5b152d8b9fdfea1c,5,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999996
f1cf7a25eb7e232ef296db76cf3242d7a02632206e92ca12d788e5ffd3ee04b0,3,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999986
6756bbaac60f20f9f09b76b93dece4f4e5ec6e82843af3bd44b4f2dfeb42405c,5,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999949
fa50e38a534fc6ef7ae210227d13c6d5414e438b267112f30d2ef4d2cfb3a15f,4,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.99998
6da593cd795faf218cf464237c8e0b8f3b08f41ea0200b13fba7360fd94af475,2,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999997
15ddc57b5051cf2d806b637ddf212d726b2f7f21b262d94db8c3d8cabeaa8d44,4,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999989
a5bf228ff86640d1263ba161f6d156353390b99d5994577cb2883f5c765c3549,3,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999975
c808b0cb79529d531b972354be334ea0ddfdecb6667b15b06b8ba538ab870236,3,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999985
ef265d2d4a612a90515011c7d46483cde97b9bcbde8d0a95b56f77adc367ebb6,1,Manutenção Preventiva > Vistoria em Instalações,naive_bayes,Manutenção Preventiva > Vistoria em Instalações,0.999997
84f6fe720e2065cfd581e67e02bb8efc1852cdd1fd5e3cd65ab190c547d7a6dd,2,Elétrica > Iluminação,naive_bayes,Elétrica > Iluminação,0.612978
2a5615f9a6eab7adae6fef98a735f958689e6e06e9612b0e859911153f2279bc,2,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.856385
73f88e8b7f97df5e289a77c8c493276a424ff6cfda7aecdf2d76b545759c0a62,4,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.310233
d5324d9aedab17f5c7d07c969e1b5528362132599c7abba23b7b9555a44e8fbc,5,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.223849
63c2f60c2b889e88ba383e79fd185f1da2a2566530d9d4e177f51b6ab690e70a,4,Suprimentos / Apoio Técnico > Materiais,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.35879
e2080c6e37312d24944cac18b0597209317909a2987c7d1329fff0e7d7b1e16f,2,Projetos e Reformas > Projeto,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.231938
bc5c254613ad9acc5206529387a14b3976bc130d6079878ff3b8698bbdf4aebc,4,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.605973
10b4b743335c75d6907c52c40a8dbf6439f951699f3d3894e6adcf1b640c28c8,2,"Estrutura Predial > Telhados, calhas, rufos, etc.",naive_bayes,Climatização > Ar condicionado split,0.259447
3c8cc0c60bb49274b3d657422ac45567296390021559f6cab8c93b00af05832b,3,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.290284
531284ebb1616aac3896df2d52de162c5f74ad2bd9da11ae3773f3d33ca95409,1,Suprimentos / Apoio Técnico > Materiais,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.57583
8b556ab6e805b74fd8bf0f67b5ec56404f09e12669ca81a1f8f22f153850bea4,2,Elétrica > Instalações elétricas,naive_bayes,Climatização > Ar condicionado split,0.302857
4906f129a24b62e4e7de382974cd001f794a7f6aa4365571d70e804b1e6e7e8a,2,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Hidrossanitária > Hidráulica,0.91442
673a0fa7ef53f1542fca4b82693b86c270ed2be8166e8f5afaa4f040d9015151,1,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.287275
c2c5a515ab444024c270e983e8a678f88807e897f512543fe9ab44fb65e3ce36,4,Elétrica > Instalações elétricas,naive_bayes,Elétrica > Instalações elétricas,0.311039
4bbcec9a213d7bddb2965e034ae1b1b5512ace24c8b4c911941a925dcc53741f,5,Elétrica > Instalações elétricas,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.381775
1ecd25899396ba8c494f900b80349400bf0a2eeaf19958c5b0f2691b047b32d8,4,Elétrica > Instalações elétricas,naive_bayes,Elétrica > Instalações elétricas,0.84858
4d0163f741fd5c3aea831a7112de8f273950ea632d743a0f9796098bfc959354,3,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.722682
3cfa05d32806cda070e4d2f660eda3f991a36d024103e37eef6978e874f8d33f,2,"Estrutura Predial > Esquadrias, porta, portão e janelas",naive_bayes,"Estrutura Predial > Esquadrias, porta, portão e janelas",0.607814
d1924aad2ea964fa7c4e0ee09ab704e3fa17942c6031029b751b142fcc187e98,4,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.997813
2cced4993d78dbe2e5b5eff31de7533883e7d16bfd1e7d46b12af0ac52a4903a,4,"Estrutura Predial > Esquadrias, porta, portão e janelas",naive_bayes,"Estrutura Predial > Esquadrias, porta, portão e janelas",0.610649
315745d847f58c75cc0db09e2f884a3eae03ec31ab9658f66d01748422344498,4,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.986739
fea5c74cf01c381f86850e7932259695cc152cb02a7e6a9c6f410bb9afa42766,4,Climatização > Ar condicionado split,naive_bayes,Climatização > Ar condicionado split,0.889267
68322bdf397f33ceb318c0687cc7c33d25a5883c32ad6d0a37778c42bba3bfe5,3,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Hidrossanitária > Hidráulica,0.701638
f1ef6d14aae430574deeac850706ce7eaf328bbdb17c1d1a1141f1fe82e9d7f0,5,Estrutura Predial > Alvenaria / Pisos / Estrutura,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.354703
c13e00acc5ed9bee000245b778c2943239b542da3c7f8edb45da70d625bdaa30,4,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
b33a2cdb00c1a7916fe35a2718a17dfea6bc6dc6edbe9c67ee01807aa028704d,4,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
8df0fb22629c47b129f26cfd98c7efacfce5390a001f51bf35ef109db534550a,2,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
e31c4b42fe1e32558d2f777a221bacd7f0d5a54f4759f8ebc578505bcc48f525,3,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
7c72ec78b7ed219a5199a551aa3fa9463f4fa49080c811fe49b84e4e81dcffb0,1,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
8041110f548a1c67e9f2b8fdc0dc68c2f39f358bbaad4b44f209800b965ede94,1,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
92138617adeff7c95396f30d755af2de1d7531398bfebf1c0e5afa5cf67c8e2a,5,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
274ba2873415882d526f6cd8d8dd5a70ab6b50b5651e5649a6f5a319a249b4ba,2,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.695116
50476f9b84b69cad149635748ee9a36f7d84ffb0a9091f6296a0c35be4d9dbb1,4,Hidrossanitária > Hidráulica,naive_bayes,Hidrossanitária > Hidráulica,0.765989
169e785b8d5ed9e7e876c05b21e93f4ec07508a0f4ad241cf51318499b5b064c,3,Suprimentos / Apoio Técnico > Materiais,naive_bayes,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,0.207543
61910a8632180a9845ff5f3d73ce7a5b68bf8a9177ba867d1b57f4f87af3100b,3,"Estrutura Predial > Esquadrias, porta, portão e janelas",naive_bayes,"Estrutura Predial > Esquadrias, porta, portão e janelas",0.683897
7986dd4748b4d8b79accae074e36c58f327b538a273233ec4176edb43c956a1a,4,Instalação de Acessórios e Mobiliário > Placas de identificação,naive_bayes,Estrutura Predial > Alvenaria / Pisos / Estrutura,0.640675
595f8ec614f206c0e364e79ebcbc1c99f2e776f7bb3a978b4544520e24afe9ef,2,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
d28f8e5ad101af67446aa2bde7013a3aa27a944bfb5306a796f3d9f6dfc9f8a9,2,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
90bf08415d3587707141422e026de3a8fc29bbf9cd67e769a413440923c52426,1,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
ef78a385205b926febb39fa3c87e6b37dcc193dbf76be4b421074b534355aea0,5,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
f3e807d953955b9d0a53bd06193e84e2ae1426f6c9200b4278db55fc2720c8e9,2,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
6847bca0568407b0772a65757521a4c0364a2e512a7d60fb6348bd108d837d09,5,Manutenção Preventiva > Quadros Elétricos,naive_bayes,Manutenção Preventiva > Quadros Elétricos,1.0
