linha	categoria_historica	pred_naive_bayes	conf_naive_bayes	acerto_naive_bayes	pred_regressao_logistica	conf_regressao_logistica	acerto_regressao_logistica	pred_linear_svc	conf_linear_svc	acerto_linear_svc	pred_sgd	conf_sgd	acerto_sgd	pred_extra_trees	conf_extra_trees	acerto_extra_trees	pred_random_forest	conf_random_forest	acerto_random_forest	pred_lstm	conf_lstm	acerto_lstm
7915	Manutenção Preventiva > Ar condicionado central	Manutenção Preventiva > Ar condicionado central	1.0	1	Manutenção Preventiva > Ar condicionado central	0.9138	1	Manutenção Preventiva > Ar condicionado central	0.1424	1	Manutenção Preventiva > Ar condicionado central	0.7478	1	Manutenção Preventiva > Ar condicionado central	1.0	1	Manutenção Preventiva > Ar condicionado central	1.0	1	Manutenção Preventiva > Ar condicionado central	0.9524	1
7916	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5807	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5007	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0838	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.4434	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.76	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.7	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3513	1
7917	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9615	1	Climatização > Ar condicionado	0.695	1	Climatização > Ar condicionado	0.1464	1	Climatização > Ar condicionado	0.5914	1	Climatização > Ar condicionado	0.925	1	Climatização > Ar condicionado	0.835	1	Climatização > Ar condicionado	0.973	1
7918	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.6015	1	Elétrica > Instalações elétricas	0.4059	1	Elétrica > Instalações elétricas	0.0689	1	Elétrica > Instalações elétricas	0.3391	1	Elétrica > Instalações elétricas	0.72	1	Elétrica > Instalações elétricas	0.58	1	Elétrica > Instalações elétricas	0.3842	1
7919	Climatização > Ar condicionado	Climatização > Ar condicionado	0.5325	1	Elétrica > Iluminação	0.3104	0	Elétrica > Iluminação	0.0649	0	Elétrica > Iluminação	0.2944	0	Climatização > Ar condicionado	0.58	1	Climatização > Ar condicionado	0.48	1	TI / Dados / Rede > Coleta de dados	0.3054	0
7920	Estrutura Predial > Alvenaria / Pisos / Estrutura	Climatização > Ar condicionado	0.2924	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0738	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.0293	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0617	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.195	0	Estrutura Predial > Instalações Especiais (gás, ar comprimido, etc.)	0.302	0
7921	Climatização > Ar condicionado	Climatização > Ar condicionado	0.976	1	Climatização > Ar condicionado	0.6647	1	Climatização > Ar condicionado	0.1497	1	Climatização > Ar condicionado	0.5618	1	Climatização > Ar condicionado	0.99	1	Climatização > Ar condicionado	0.98	1	Climatização > Ar condicionado	0.9414	1
7922	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9927	1	Climatização > Ar condicionado	0.5509	1	Climatização > Ar condicionado	0.1215	1	Climatização > Ar condicionado	0.5559	1	Climatização > Ar condicionado	0.94	1	Climatização > Ar condicionado	0.87	1	Climatização > Ar condicionado	0.8784	1
7923	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9749	1	Climatização > Ar condicionado	0.5562	1	Climatização > Ar condicionado	0.1257	1	Climatização > Ar condicionado	0.4847	1	Climatização > Ar condicionado	0.985	1	Climatização > Ar condicionado	0.94	1	Climatização > Ar condicionado	0.9694	1
7924	Área Externa e Ambiental > Manutenção área externa / meio ambiente	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5612	0	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.1863	1	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.0513	1	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.1751	1	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.375	1	Área Externa e Ambiental > Manutenção área externa / meio ambiente	0.3	1	Manutenção Preventiva > Esgoto	0.4116	0
7925	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9921	1	Climatização > Ar condicionado	0.7339	1	Climatização > Ar condicionado	0.1684	1	Climatização > Ar condicionado	0.6489	1	Climatização > Ar condicionado	0.98	1	Climatização > Ar condicionado	0.865	1	Climatização > Ar condicionado	0.939	1
7926	Estrutura Predial > Alvenaria / Pisos / Estrutura	Elétrica > Instalações elétricas	0.4499	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.1454	0	Elétrica > Instalações elétricas	0.0334	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.1303	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.4036	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.5	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3006	0
7927	Climatização > Ar condicionado	Climatização > Ar condicionado	0.99	1	Climatização > Ar condicionado	0.4479	1	Climatização > Ar condicionado	0.0948	1	Climatização > Ar condicionado	0.4704	1	Climatização > Ar condicionado	0.695	1	Climatização > Ar condicionado	0.675	1	Climatização > Ar condicionado	0.9165	1
7928	Climatização > Ar condicionado	Climatização > Ar condicionado	0.993	1	Climatização > Ar condicionado	0.6939	1	Climatização > Ar condicionado	0.1129	1	Climatização > Ar condicionado	0.6374	1	Climatização > Ar condicionado	0.995	1	Climatização > Ar condicionado	0.98	1	Climatização > Ar condicionado	0.9788	1
7929	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5736	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1193	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.056	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.096	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.93	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.395	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3729	1
7930	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9976	1	Climatização > Ar condicionado	0.9706	1	Climatização > Ar condicionado	0.3205	1	Climatização > Ar condicionado	0.8154	1	Climatização > Ar condicionado	0.985	1	Climatização > Ar condicionado	0.9	1	Climatização > Ar condicionado	0.9919	1
7931	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9846	1	Climatização > Ar condicionado	0.4462	1	Climatização > Ar condicionado	0.0992	1	Climatização > Ar condicionado	0.4381	1	Climatização > Ar condicionado	0.935	1	Climatização > Ar condicionado	0.845	1	Climatização > Ar condicionado	0.6494	1
7932	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5671	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.118	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0558	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0949	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.935	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.395	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4337	1
7933	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.6937	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1486	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0663	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1187	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.885	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.515	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2918	1
7934	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.6892	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1345	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0665	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1031	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.975	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.465	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.323	1
7935	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9205	1	Hidrossanitária > Hidráulica	0.4279	1	Hidrossanitária > Hidráulica	0.077	1	Hidrossanitária > Hidráulica	0.4191	1	Hidrossanitária > Hidráulica	0.84	1	Hidrossanitária > Hidráulica	0.535	1	Hidrossanitária > Hidráulica	0.7462	1
7936	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9945	1	Climatização > Ar condicionado	0.6765	1	Climatização > Ar condicionado	0.1403	1	Climatização > Ar condicionado	0.6332	1	Climatização > Ar condicionado	0.92	1	Climatização > Ar condicionado	0.945	1	Climatização > Ar condicionado	0.9615	1
7937	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3005	1	Outros > Erro de chamado	0.0752	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0303	1	Outros > Erro de chamado	0.0547	0	Hidrossanitária > Hidráulica	0.255	0	Hidrossanitária > Hidráulica	0.205	0	Elétrica > Iluminação	0.4081	0
7938	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.8405	1	Elétrica > Instalações elétricas	0.6088	1	Elétrica > Instalações elétricas	0.1103	1	Elétrica > Instalações elétricas	0.4701	1	Elétrica > Instalações elétricas	0.63	1	Elétrica > Instalações elétricas	0.49	1	Elétrica > Instalações elétricas	0.3924	1
7939	Elétrica > Iluminação	Climatização > Ar condicionado	0.3435	0	Elétrica > Instalações elétricas	0.0949	0	Elétrica > Iluminação	0.0361	1	Elétrica > Instalações elétricas	0.085	0	Elétrica > Iluminação	0.275	1	Elétrica > Instalações elétricas	0.275	0	Outros > Erro de chamado	0.0771	0
7940	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Esquadrias, porta, portão e janelas	0.9728	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.7608	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1762	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.6128	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.865	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.655	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.9649	0
7941	Estrutura Predial > Forro	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2906	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.0733	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.029	0	Manutenção Preventiva > Telhados, calhas, rufos, etc.	0.0676	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.23	0	Posto de trabalho > Contratação de Posto de trabalho	0.3031	0
7942	Elétrica > Iluminação	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3238	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1019	0	Elétrica > Iluminação	0.0418	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0749	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.235	0	Elétrica > Iluminação	0.125	1	Elétrica > Iluminação	0.2082	1
7943	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9867	1	Climatização > Ar condicionado	0.5001	1	Climatização > Ar condicionado	0.108	1	Climatização > Ar condicionado	0.4971	1	Climatização > Ar condicionado	0.92	1	Climatização > Ar condicionado	0.865	1	Climatização > Ar condicionado	0.8411	1
7944	Estrutura Predial > Alvenaria / Pisos / Estrutura	Hidrossanitária > Hidráulica	0.3638	0	Manutenção Preventiva > Hidráulica	0.0717	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0373	1	Manutenção Preventiva > Hidráulica	0.0681	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.345	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.125	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1727	1
7945	Manutenção Preventiva > Ar condicionado split	Manutenção Preventiva > Ar condicionado split	1.0	1	Manutenção Preventiva > Ar condicionado split	0.8844	1	Manutenção Preventiva > Ar condicionado split	0.1294	1	Manutenção Preventiva > Ar condicionado split	0.8861	1	Manutenção Preventiva > Ar condicionado split	1.0	1	Manutenção Preventiva > Ar condicionado split	1.0	1	Manutenção Preventiva > Ar condicionado split	0.9902	1
7946	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.1792	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.2734	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.0566	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.1745	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.505	1	Outros > Erro de chamado	0.49	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.4081	1
7947	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9827	1	Climatização > Ar condicionado	0.9054	1	Climatização > Ar condicionado	0.2809	1	Climatização > Ar condicionado	0.7086	1	Climatização > Ar condicionado	0.99	1	Climatização > Ar condicionado	0.965	1	Climatização > Ar condicionado	0.9727	1
7948	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9927	1	Climatização > Ar condicionado	0.5515	1	Climatização > Ar condicionado	0.1061	1	Climatização > Ar condicionado	0.5458	1	Climatização > Ar condicionado	0.9	1	Climatização > Ar condicionado	0.885	1	Climatização > Ar condicionado	0.8976	1
7949	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.6654	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1014	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0339	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0876	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.355	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.185	1	Instalação de Acessórios e Mobiliário > Mobiliário	0.165	0
7950	Elétrica > Iluminação	Elétrica > Iluminação	0.4833	1	Elétrica > Iluminação	0.3752	1	Elétrica > Iluminação	0.0974	1	Elétrica > Iluminação	0.3238	1	Elétrica > Iluminação	0.72	1	Elétrica > Iluminação	0.655	1	Elétrica > Iluminação	0.7274	1
7951	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9978	1	Climatização > Ar condicionado	0.9403	1	Climatização > Ar condicionado	0.3001	1	Climatização > Ar condicionado	0.7479	1	Climatização > Ar condicionado	1.0	1	Climatização > Ar condicionado	0.97	1	Climatização > Ar condicionado	0.7659	1
7952	Estrutura Predial > Alvenaria / Pisos / Estrutura	Climatização > Ar condicionado	0.2723	0	Estrutura Predial > Telhados, calhas, rufos, etc.	0.0708	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0325	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.0607	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.36	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.21	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2243	1
7953	Estrutura Predial > Alvenaria / Pisos / Estrutura	Climatização > Ar condicionado	0.2486	0	Outros > Erro de chamado	0.0878	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0292	1	Outros > Erro de chamado	0.0657	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.44	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.245	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.208	1
7954	Elétrica > Iluminação	Elétrica > Iluminação	0.2173	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0865	0	Elétrica > Iluminação	0.0457	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0713	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.515	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.25	0	Elétrica > Iluminação	0.5559	1
7955	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3319	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.0979	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0356	1	Estrutura Predial > Telhados, calhas, rufos, etc.	0.0724	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.495	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.165	0	Elétrica > Iluminação	0.2879	0
7956	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.6997	1	Hidrossanitária > Hidráulica	0.2325	1	Hidrossanitária > Hidráulica	0.067	1	Hidrossanitária > Hidráulica	0.2002	1	Hidrossanitária > Hidráulica	0.575	1	Hidrossanitária > Hidráulica	0.445	1	Hidrossanitária > Hidráulica	0.4634	1
7957	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	Elétrica > Instalações elétricas	0.4128	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.9298	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.2044	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.6322	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.885	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.89	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.855	1
7958	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.6711	1	Elétrica > Instalações elétricas	0.5208	1	Elétrica > Instalações elétricas	0.1146	1	Elétrica > Instalações elétricas	0.4584	1	Elétrica > Instalações elétricas	0.76	1	Elétrica > Instalações elétricas	0.61	1	Elétrica > Instalações elétricas	0.3991	1
7959	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9574	1	Climatização > Ar condicionado	0.5691	1	Climatização > Ar condicionado	0.1143	1	Climatização > Ar condicionado	0.5653	1	Climatização > Ar condicionado	0.99	1	Climatização > Ar condicionado	0.9	1	Climatização > Ar condicionado	0.9003	1
7960	Elétrica > Iluminação	Elétrica > Instalações elétricas	0.3833	0	Elétrica > Instalações elétricas	0.1726	0	Elétrica > Instalações elétricas	0.0545	0	Elétrica > Instalações elétricas	0.1391	0	Elétrica > Instalações elétricas	0.62	0	Elétrica > Instalações elétricas	0.455	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.0825	0
7961	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.9529	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.897	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2134	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.699	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.705	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.73	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.931	1
7962	Elétrica > Iluminação	Elétrica > Iluminação	0.3845	1	Elétrica > Iluminação	0.2715	1	Elétrica > Iluminação	0.0636	1	Elétrica > Iluminação	0.2151	1	Elétrica > Iluminação	0.735	1	Elétrica > Iluminação	0.71	1	Elétrica > Iluminação	0.7496	1
